title,text,category,publication_date,source,image,link
Número de bares e restaurantes operando no prejuízo é o maior desde março de 2023,"Apenas 31% dos estabelecimentos conseguiram lucrar e 38% somente equilibraram as contas no período; apesar desses desafios, há uma perspectiva positiva ",do-micro-ao-macro,2024-05-02 12:00:00,CartaCapital,https://www.cartacapital.com.br/wp-content/uploads/2016/01/l-is-this-the-best-restaurant-in-the-world-300x145.jpg,https://www.cartacapital.com.br/do-micro-ao-macro/numero-de-bares-e-restaurantes-operando-no-prejuizo-e-o-maior-desde-marco-de-2023/
Caso 'tio Paulo': Justiça manda soltar sobrinha que levou idoso morto a um banco no Rio,Juíza também recebeu formalmente a denúncia contra a acusada e abriu prazo para defesa preliminar,justica,2024-05-02 11:36:00,CartaCapital,https://www.cartacapital.com.br/wp-content/uploads/2024/04/Idoso-Banco-300x173.png,https://www.cartacapital.com.br/justica/caso-tio-paulo-justica-manda-soltar-sobrinha-que-levou-idoso-morto-a-um-banco-no-rio/
Os quatro candidatos com chances de vencer a disputa pela presidência do Panamá,As eleições de turno único e maioria simples são marcadas pela contestação da candidatura do favorito,mundo,2024-05-02 11:26:00,CartaCapital,https://www.cartacapital.com.br/wp-content/uploads/2024/05/000_34QL89X-300x100.jpg,https://www.cartacapital.com.br/mundo/os-quatro-candidatos-com-chances-de-vencer-a-disputa-pela-presidencia-do-panama/
Conselho de Política Penitenciária proíbe dízimo e conversão de detentos nos presídios,A iniciativa do órgão ligado ao Ministério da Justiça causou incômodo na bancada evangélica no Congresso Nacional,sociedade,2024-05-02 11:23:00,CartaCapital,https://www.cartacapital.com.br/wp-content/uploads/2024/05/CAPA-para-materia@-51-300x173.png,https://www.cartacapital.com.br/sociedade/conselho-de-politica-penitenciaria-proibe-dizimo-e-conversao-de-detentos-nos-presidios/
"Nova rodada da Paraná Pesquisas indica vantagem de Nunes, com Boulos em segundo","A pesquisa simulou também um eventual segundo turno entre Nunes e Boulos, o que, no momento, é o cenário mais provável",politica,2024-05-02 11:17:00,CartaCapital,https://www.cartacapital.com.br/wp-content/uploads/2024/03/1710149265292693-300x175.jpg,https://www.cartacapital.com.br/politica/nova-rodada-da-parana-pesquisas-indica-vantagem-de-nunes-com-boulos-em-segundo/
Chuvas no RS: Defesa Civil confirma 29 mortos e 60 desaparecidos,"Há 154 municípios afetados, com 71.306 pessoas impactadas diretamente",cartaexpressa,2024-05-02 10:38:00,CartaCapital,https://www.cartacapital.com.br/wp-content/uploads/2024/05/xxalta_rs_5_jv-300x179.jpg,https://www.cartacapital.com.br/cartaexpressa/sobe-para-13-o-numero-de-mortos-nas-chuvas-no-rio-grande-do-sul/
ONU calcula que reconstrução de Gaza custará de 30 a 40 bilhões de dólares,Negociação para a trégua no conflito não avança,mundo,2024-05-02 10:33:00,CartaCapital,https://www.cartacapital.com.br/wp-content/uploads/2024/05/000_34QL6H6-300x200.jpg,https://www.cartacapital.com.br/mundo/onu-calcula-que-reconstrucao-de-gaza-custara-de-30-a-40-bilhoes-de-dolares/
"Força Nacional volta a atuar na Terra Indígena Ituna-Itatá, no Pará"," Foram retirados mais de 1,7 mil cabeças de gado de pecuária ilegal ",sociedade,2024-05-02 10:12:00,CartaCapital,https://www.cartacapital.com.br/wp-content/uploads/2024/05/forcanacional-300x179.png,https://www.cartacapital.com.br/sociedade/forca-nacional-volta-a-atuar-na-terra-indigena-ituna-itata-no-para/
Os índices de aprovação e desaprovação a Lula entre os eleitores de São Paulo,Nova rodada do levantamento do instituto Paraná Pesquisas na capital do estado mostra estabilidade na avaliação ao trabalho do presidente,politica,2024-05-02 09:52:00,CartaCapital,https://www.cartacapital.com.br/wp-content/uploads/2024/05/53692208703_adf40aaffb_k-300x200.jpg,https://www.cartacapital.com.br/politica/os-indices-de-aprovacao-e-desaprovacao-a-lula-entre-os-eleitores-de-sao-paulo/
Incêndio de grande proporção atinge galpão na Zona Leste de São Paulo,Local é usado para o armazenamento de produtos recicláveis,cartaexpressa,2024-05-02 09:44:00,CartaCapital,https://www.cartacapital.com.br/wp-content/uploads/2024/05/incendio-Sao-Paulo-300x162.jpg,https://www.cartacapital.com.br/cartaexpressa/incendio-de-grande-proporcao-atinge-galpao-na-zona-leste-de-sao-paulo/
STF amplia o controle sobre investigações criminais do Ministério Público,"Entre outros pontos, a Corte determinou que a prorrogação de apurações dependerá de aval judicial",justica,2024-05-02 18:32:00,CartaCapital,https://www.cartacapital.com.br/wp-content/uploads/2024/05/53693373302_5bc5603c49_k-300x192.jpg,https://www.cartacapital.com.br/justica/stf-amplia-o-controle-sobre-investigacoes-criminais-do-ministerio-publico/
Internações e mortes por influenza e vírus sincicial aumentam no país,Idosos e crianças pequenas são os mais afetados,saude,2024-05-02 18:24:00,CartaCapital,https://www.cartacapital.com.br/wp-content/uploads/2024/05/influenza_srag-300x180.jpg,https://www.cartacapital.com.br/saude/internacoes-e-mortes-por-influenza-e-virus-sincicial-aumentam-no-pais/
Quem é o relator dos recursos de PT e PL pela cassação de Moro,A distribuição dos autos ocorreu na tarde desta quinta-feira 2,politica,2024-05-02 18:13:00,CartaCapital,https://www.cartacapital.com.br/wp-content/uploads/2023/06/53009700572_f2ccd29da6_k-300x200.jpg,https://www.cartacapital.com.br/politica/quem-e-o-relator-dos-recursos-de-pt-e-pl-pela-cassacao-de-moro/
RS: Guaíba supera cota de inundação e Defesa Civil emite novo alerta para rompimento de barragem,"Mais cedo, em coletiva, o governador Eduardo Leite previu cheias ainda maiores no rio até a sexta-feira",sociedade,2024-05-02 18:01:00,CartaCapital,https://www.cartacapital.com.br/wp-content/uploads/2024/05/rio_guaiba_porto_alegre-300x180.jpg,https://www.cartacapital.com.br/sociedade/rs-guaiba-supera-cota-de-inundacao-e-defesa-civil-emite-novo-alerta-para-rompimento-de-barragem/
STF condena mais 10 envolvidos no 8 de Janeiro; penas chegam a 17 anos de prisão,"Os golpistas foram enquadrados em cinco crimes, entre eles abolição violenta do Estado Democrático de Direito e tentativa de golpe de Estado",politica,2024-05-02 17:52:00,CartaCapital,https://www.cartacapital.com.br/wp-content/uploads/2024/01/53268542810_3d051e077b_k-300x200.jpg,https://www.cartacapital.com.br/politica/stf-condena-mais-10-envolvidos-no-8-de-janeiro-penas-chegam-a-17-anos-de-prisao/
IA verde-amarela,"Enquanto o Senado prepara a regulação da Inteligência Artificial, o governo fomenta projetos nacionais",politica,2024-05-02 17:49:00,CartaCapital,https://www.cartacapital.com.br/wp-content/uploads/2024/05/000_34QC2HY-300x200.gif,https://www.cartacapital.com.br/politica/ia-verde-amarela/
Fogo no parque,"Fortalecidos pelo controle das emendas, Câmara e Senado fustigam a autonomia dos demais poderes",carta-capital,2024-05-02 17:49:00,CartaCapital,https://www.cartacapital.com.br/wp-content/uploads/2024/05/Lira-com-Pacheco00007-300x200.jpg,https://www.cartacapital.com.br/carta-capital/fogo-no-parque/
"Se juntar, o bicho foge","Associações de vítimas de variadas tragédias unem-se para cobrar reparações justas e o fim da impunidade
",politica,2024-05-02 17:48:00,CartaCapital,https://www.cartacapital.com.br/wp-content/uploads/2024/05/000_1D77FB-300x200.jpg,https://www.cartacapital.com.br/politica/se-juntar-o-bicho-foge/
Campos minados,"O esporte, assim como outras áreas da sociedade, precisa participar da mobilização sempre necessária à manutenção da democracia",opiniao,2024-05-02 17:48:00,CartaCapital,https://www.cartacapital.com.br/wp-content/uploads/2024/05/000_34QM4KH-300x200.jpg,https://www.cartacapital.com.br/opiniao/campos-minados/
"Meio filosófico, meio engraçado","A Natureza do Amor parte de clichês para mostrar o desejo voraz, mas também o abismo entre classes sociais",cultura,2024-05-02 17:48:00,CartaCapital,https://www.cartacapital.com.br/wp-content/uploads/2024/05/Simple-Comme-Sylvain-300x200.jpg,https://www.cartacapital.com.br/cultura/meio-filosofico-meio-engracado/
STF define critérios para ações judiciais de candidatos aprovados para cadastro de reserva em concursos,"A Corte julgou o mérito do caso em 2020, mas restava a tese de repercussão geral",justica,2024-05-02 23:12:00,CartaCapital,https://www.cartacapital.com.br/wp-content/uploads/2024/04/53678467546_8677e2d3dc_k-300x200.jpg,https://www.cartacapital.com.br/justica/stf-define-criterios-para-acoes-judiciais-de-candidatos-aprovados-para-cadastro-de-reserva-em-concursos/
37 a 17: confira como votou cada vereador de São Paulo sobre a privatização da Sabesp,"A Alesp aprovou o projeto em dezembro, mas faltava o aval da capital paulista",carta-capital,2024-05-02 22:35:00,CartaCapital,https://www.cartacapital.com.br/wp-content/uploads/2023/09/Sem-Título-3-300x173.jpg,https://www.cartacapital.com.br/carta-capital/37-a-17-confira-como-votou-cada-vereador-de-sao-paulo-sobre-a-privatizacao-da-sabesp/
Governo Lula cria sala de situação para acompanhar temporal no RS e centralizar socorro,Uma comitiva da gestão federal deve voltar ao estado no início da semana que vem,politica,2024-05-02 22:05:00,CartaCapital,https://www.cartacapital.com.br/wp-content/uploads/2024/05/Sala-300x200.jpeg,https://www.cartacapital.com.br/politica/governo-lula-cria-sala-de-situacao-para-acompanhar-temporal-no-rs-e-centralizar-socorro/
"Ato de 1º de Maio em São Paulo reuniu 1,6 mil pessoas, calcula grupo de pesquisa da USP","O evento esvaziado incomodou o presidente Lula, que chamou a atenção do ministro da Secretaria-Geral da Presidência, Márcio Macêdo",politica,2024-05-02 21:39:00,CartaCapital,https://www.cartacapital.com.br/wp-content/uploads/2024/05/Lula-300x200.jpg,https://www.cartacapital.com.br/politica/ato-de-1o-de-maio-em-sao-paulo-reuniu-16-mil-pessoas-calcula-grupo-de-pesquisa-da-usp/
Governo Lula mantém aplicação do 'Enem dos Concursos' em todo o Brasil neste domingo,"Nos últimos dias, cogitou-se a possibilidade de mudança devido aos temporais que atingem o Rio Grande do Sul",sociedade,2024-05-02 21:04:00,CartaCapital,https://www.cartacapital.com.br/wp-content/uploads/2024/01/29166492954_76c2e1fc44_k-300x200.jpg,https://www.cartacapital.com.br/sociedade/governo-lula-mantem-aplicacao-do-enem-dos-concursos-em-todo-o-brasil-neste-domingo/
Governadora do Arizona sanciona lei que revoga a proibição de 1864 ao aborto,"A antiga legislação penalizava os provedores do procedimento, sem estabelecer exceções para a gravidez resultante de estupro ou incesto",mundo,2024-05-02 20:53:00,CartaCapital,https://www.cartacapital.com.br/wp-content/uploads/2024/05/000_34Q74EA-300x200.jpg,https://www.cartacapital.com.br/mundo/governadora-do-arizona-sanciona-lei-que-revoga-a-proibicao-de-1864-ao-aborto/
Câmara de São Paulo aprova e Nunes sanciona a jato a privatização da Sabesp,Houve 37 votos favoráveis e 17 contrários. Vereadores da oposição questionam a legalidade da sessão desta quinta,economia,2024-05-02 20:22:00,CartaCapital,https://www.cartacapital.com.br/wp-content/uploads/2023/10/CAPA-para-matéria-1064-×-614-px-2023-10-01T124346.161-300x173.png,https://www.cartacapital.com.br/economia/camara-de-sao-paulo-aprova-a-privatizacao-da-sabesp-por-37-votos-a-17/
Hardt admite ao CNJ 'possível erro' no caso Tacla Duran,A declaração consta de um depoimento ao juiz Octávio Costa em maio de 2023,justica,2024-05-02 19:58:00,CartaCapital,https://www.cartacapital.com.br/wp-content/uploads/2023/05/Sem-Título-3-3-300x173.jpg,https://www.cartacapital.com.br/justica/hardt-admite-ao-cnj-possivel-erro-no-caso-tacla-duran/
Caminhão do Exército atropela e mata um homem em pista do BRT no Rio,"O caso ocorreu na manhã desta quinta-feira 2, próximo à estação Fazenda Botafogo",cartaexpressa,2024-05-02 19:15:00,CartaCapital,https://www.cartacapital.com.br/wp-content/uploads/2024/05/brt_rio_exercito-300x180.jpg,https://www.cartacapital.com.br/cartaexpressa/caminhao-do-exercito-atropela-e-mata-um-homem-em-pista-do-brt-no-rio/
TRE-RJ condena Rodrigo Amorim por violência política de gênero contra Benny Briolly,"Em um discurso, o deputado ofendeu a vereadora, chamando-a de 'aberração da natureza', entre outros impropérios",politica,2024-05-02 19:08:00,CartaCapital,https://www.cartacapital.com.br/wp-content/uploads/2019/05/74771du4neebyh56koyks8nr0-300x188.jpg,https://www.cartacapital.com.br/politica/tre-rj-condena-rodrigo-amorim-por-violencia-politica-de-genero-contra-benny-briolly/
Refém da privataria,"A capital paulista corre o risco de herdar dívida bilionária ao término da concessão de 36 anos
",politica,2024-05-02 17:48:00,CartaCapital,https://www.cartacapital.com.br/wp-content/uploads/2024/05/Nunes-Tarcisio-Leite-Pref-SP00000-300x200.jpg,https://www.cartacapital.com.br/politica/refem-da-privataria/
À própria sorte,"As mulheres representam 15% da população em situação de rua, mas foram vítimas de 40% das violações notificadas pelo Poder Público
",politica,2024-05-02 17:48:00,CartaCapital,https://www.cartacapital.com.br/wp-content/uploads/2024/05/iStock-1401643083-300x200.jpg,https://www.cartacapital.com.br/politica/a-propria-sorte-2/
Dúvidas do espírito de porco,"Será que não há um pouco de precipitação nas conclusões irrefutáveis dos economistas sobre seus modelos?
",economia,2024-05-02 17:48:00,CartaCapital,https://www.cartacapital.com.br/wp-content/uploads/2024/05/Nouriel-Roubini-Free4-300x200.jpg,https://www.cartacapital.com.br/economia/duvidas-do-espirito-de-porco/
A mulher por trás do ícone,"A presença de Madonna em Copacabana é acompanhada do lançamento da mais completa e complexa biografia da rainha do pop
",cultura,2024-05-02 17:48:00,CartaCapital,https://www.cartacapital.com.br/wp-content/uploads/2024/05/MadonnaO2171023-300x200.jpg,https://www.cartacapital.com.br/cultura/a-mulher-por-tras-do-icone/
Yo soy Macabéa,"Flor Avariano retrata, em crônicas produzidas ao longo de dez anos, a dura trilha dos refugiados venezuelanos
",cultura,2024-05-02 17:48:00,CartaCapital,https://www.cartacapital.com.br/wp-content/uploads/2024/05/OK_Flor-Avariano-Fotos-Ronaldo-Lage00008-300x200.gif,https://www.cartacapital.com.br/cultura/yo-soy-macabea/
Beco sem saída,"As eleições presidenciais tendem a aprofundar a divisão interna, não a amenizar
",mundo,2024-05-02 17:48:00,CartaCapital,https://www.cartacapital.com.br/wp-content/uploads/2024/05/Maduro-Venezuela-2024-V-300x200.jpg,https://www.cartacapital.com.br/mundo/beco-sem-saida-3/
De quem é esse jegue?,"Com a pele cobiçada pelos chineses, o jumento corre sérios riscos de extinção",politica,2024-05-02 17:48:00,CartaCapital,https://www.cartacapital.com.br/wp-content/uploads/2024/05/manifestacao-abate-jumentos-300x200.jpg,https://www.cartacapital.com.br/politica/de-quem-e-esse-jegue/
Moeda forte,"Fluxo em alta para o País não comove o mercado, atento apenas à situação fiscal, que não justifica sustos
",economia,2024-05-02 17:48:00,CartaCapital,https://www.cartacapital.com.br/wp-content/uploads/2024/05/Lula-Volks00015-300x200.jpg,https://www.cartacapital.com.br/economia/moeda-forte/
Três Marias contra Salazar,"Novas Cartas Portuguesas é um símbolo do espírito da Revolução dos Cravos, que acaba de completar 50 anos",cultura,2024-05-02 17:48:00,CartaCapital,https://www.cartacapital.com.br/wp-content/uploads/2024/05/Maria-Horta-Maria-Barreno-e-Maria-Velho-300x200.jpg,https://www.cartacapital.com.br/cultura/tres-marias-contra-salazar/
"Musk, o absolutista",Uma informação ao bilionário: só existe liberdade de expressão sem limites quando ela é privilégio e não direito,opiniao,2024-05-02 17:48:00,CartaCapital,https://www.cartacapital.com.br/wp-content/uploads/2022/08/000_32GA8ZE-300x207.jpg,https://www.cartacapital.com.br/opiniao/musk-o-absolutista/
Programa do Sebrae impulsiona faturamento de pequenos negócios em 16%,"'Brasil + Competitivo' registrou um aumento médio de 16,2% no faturamento dos negócios que participaram de suas atividades em 2023",do-micro-ao-macro,2024-05-02 17:00:00,CartaCapital,https://www.cartacapital.com.br/wp-content/uploads/2024/05/impulsionamentosebrae-300x180.png,https://www.cartacapital.com.br/do-micro-ao-macro/programa-do-sebrae-impulsiona-faturamento-de-pequenos-negocios-em-16/
ONG Ação da Cidadania inicia campanha emergencial de arrecadação para o RS,A entidade mantém pontos de coleta em Porto Alegre e Canoas; as doações também podem ser feitas via Pix,cartaexpressa,2024-05-02 16:43:00,CartaCapital,https://www.cartacapital.com.br/wp-content/uploads/2024/05/rio_grande_do_sul1-300x180.jpg,https://www.cartacapital.com.br/cartaexpressa/ong-acao-da-cidadania-inicia-campanha-emergencial-de-arrecadacao-para-o-rs/
Pablo Marçal promete US$ 1 milhão a quem achar um processo dele; advogado encontra e vai à Justiça,Advogado cearense agora cobra o pagamento de 51 milhões de reais: 'Também servirá de alerta aos eleitores e clientes dele',justica,2024-05-02 16:34:00,CartaCapital,https://www.cartacapital.com.br/wp-content/uploads/2024/05/pablomarcal-300x180.png,https://www.cartacapital.com.br/justica/pablo-marcal-promete-us-1-milhao-a-quem-achar-um-processo-dele-advogado-encontra-e-vai-a-justica/
Barroso anuncia envio de recursos do Judiciário para Rio Grande do Sul,Presidente do STF afirmou que dinheiro é de pagamento de multas,justica,2024-05-02 16:10:00,CartaCapital,https://www.cartacapital.com.br/wp-content/uploads/2024/05/CAPA-para-materia@-54-300x173.png,https://www.cartacapital.com.br/justica/barroso-anuncia-envio-de-recursos-do-judiciario-para-rio-grande-do-sul/
"Com câncer de esôfago, Pepe Mujica passará por radioterapia","Segundo a médica do ex-presidente, não há metástase: 'A lesão está circunscrita ao esôfago'",mundo,2024-05-02 16:04:00,CartaCapital,https://www.cartacapital.com.br/wp-content/uploads/2021/04/Untitled-20-1-300x180.jpg,https://www.cartacapital.com.br/mundo/com-cancer-de-esofago-pepe-mujica-passara-por-radioterapia/
Câmara marca debate sobre PEC que criminaliza a posse de qualquer quantidade de droga,"O Senado já aprovou o texto, de autoria do presidente do Congresso Nacional, Rodrigo Pacheco (PSD-MG)",politica,2024-05-02 15:49:00,CartaCapital,https://www.cartacapital.com.br/wp-content/uploads/2019/09/Plantacao-de-cannabis-conhecida-como-maconha-e-que-produz-o-cannabidiol-300x180.png,https://www.cartacapital.com.br/politica/camara-marca-debate-sobre-pec-que-criminaliza-a-posse-de-qualquer-quantidade-de-droga/
Barragem se rompe na Serra Gaúcha e deixa municípios vizinhos em alerta,"Diante das fortes chuvas a atingirem o estado, outras três barragens correm risco de colapso e estão sob monitoramento",sociedade,2024-05-02 15:27:00,CartaCapital,https://www.cartacapital.com.br/wp-content/uploads/2024/05/CAPA-para-materia@-53-300x173.png,https://www.cartacapital.com.br/sociedade/barragem-se-rompe-na-serra-gaucha-e-deixa-municipios-vizinhos-em-alerta/
Declaração de pastor sobre abuso infantil é mostra da cultura de silêncio e medo que assombra as igrejas,É a cultura de autoridade inquestionável que dá salvo-conduto a estes líderes para que façam declarações como a do pastor,blogs,2024-05-02 15:22:00,CartaCapital,https://www.cartacapital.com.br/wp-content/uploads/2024/05/Jonas-Felício-Pimentel-300x180.jpg,https://www.cartacapital.com.br/blogs/dialogos-da-fe/declaracao-de-pastor-sobre-abuso-infantil-e-mostra-da-cultura-de-silencio-e-medo-que-assombra-as-igrejas/
